0,3.915879811
1,3.910038355
2,3.896402596
3,3.878371637
4,3.862765959
5,3.85251899
6,3.841290875
7,3.826637233
8,3.810507354
9,3.794855322
10,3.779682088
11,3.768417927
12,3.756657998
13,3.742439841
14,3.727231097
15,3.714467349
16,3.704152797
17,3.687934472
18,3.672196178
19,3.657923572
20,3.646597274
21,3.634772233
22,3.620475024
23,3.606168335
24,3.595802373
25,3.586419323
26,3.570606969
27,3.555277538
28,3.543896918
29,3.533500559
30,3.520621757
31,3.506247602
32,3.492359715
33,3.482434118
34,3.470517128
35,3.457102296
36,3.442684029
37,3.429748682
38,3.420290746
39,3.410828415
40,3.398371258
41,3.383911338
42,3.368941869
43,3.360953585
44,3.350464117
45,3.337469506
46,3.324966667
47,3.308450808
48,3.299937232
49,3.290417689
50,3.277383438
51,3.264842282
52,3.252293024
53,3.242750143
54,3.233202538
55,3.219626726
56,3.206041284
57,3.192949851
58,3.184889098
59,3.17430415
60,3.162199791
61,3.149582792
62,3.140998376
63,3.131399355
64,3.11977286
65,3.108139071
66,3.093459926
67,3.084849462
68,3.076234951
69,3.06355917
70,3.051889652
71,3.040212619
72,3.030560678
73,3.020903559
74,3.010223852
75,2.999537761
76,2.989863867
77,2.981203809
78,2.966420978
79,2.956728948
80,2.946010474
81,2.935285428
82,2.928642805
83,2.916884249
84,2.904094144
85,2.896415526
86,2.888733476
87,2.877972818
88,2.868231139
89,2.857457529
90,2.844622867
91,2.835889721
92,2.828694313
93,2.81635214
94,2.807089525
95,2.796276622
96,2.789579387
97,2.778755043
98,2.768955458
99,2.758117527
100,2.749338701
101,2.739521473
102,2.729698305
103,2.71986917
104,2.713658208
105,2.704855234
106,2.693974292
107,2.683085929
108,2.672190102
109,2.664402776
110,2.656611606
111,2.645697482
112,2.637376854
113,2.63061308
114,2.620722277
115,2.612909294
116,2.603007179
117,2.59466362
118,2.584749752
119,2.576918476
120,2.566993082
121,2.5570612
122,2.550785074
123,2.543982991
124,2.53298851
125,2.523034169
126,2.515170789
127,2.506778599
128,2.501006213
129,2.492080819
130,2.479996672
131,2.472110341
132,2.462114877
133,2.456851349
134,2.450005911
135,2.441049297
136,2.432614462
137,2.422591663
138,2.41467397
139,2.407808414
140,2.398296784
141,2.390365548
142,2.384546477
143,2.376607502
144,2.367074802
145,2.355945095
146,2.349050815
147,2.342153107
148,2.333658894
149,2.32462805
150,2.318781396
151,2.310804659
152,2.303355493
153,2.296434754
154,2.288444892
155,2.28098342
156,2.274051205
157,2.266048041
158,2.257506049
159,2.250561644
160,2.244682771
161,2.236127019
162,2.230241719
163,2.221141069
164,2.212569971
165,2.204529449
166,2.197556971
167,2.190043949
168,2.184137792
169,2.175004758
170,2.170704609
171,2.161561984
172,2.156719115
173,2.148105006
174,2.142179404
175,2.134094549
176,2.125464967
177,2.121687655
178,2.112509421
179,2.106026589
180,2.100081014
181,2.09250978
182,2.0876401
183,2.077353317
184,2.071935745
185,2.065973633
186,2.057296245
187,2.052412481
188,2.04589772
189,2.03883608
190,2.031770279
191,2.02524429
192,2.019258991
193,2.012181563
194,2.004554979
195,1.998559199
196,1.993105833
197,1.987104197
198,1.980553437
199,1.974545333
200,1.966894152
201,1.96197286
202,1.954860614
203,1.948291552
204,1.942266598
205,1.937882813
206,1.93185235
207,1.924172574
208,1.9181348
209,1.910445674
210,1.902201469
211,1.899452048
212,1.892850669
213,1.886795955
214,1.882390447
215,1.875227744
216,1.870817609
217,1.864750776
218,1.85702448
219,1.850949972
220,1.84542474
221,1.840449618
222,1.832705974
223,1.827724969
224,1.822187801
225,1.814985186
226,1.809441392
227,1.805559012
228,1.80001028
229,1.792792558
230,1.78612564
231,1.782234643
232,1.777786011
233,1.771666035
234,1.763871746
235,1.758858025
236,1.754399333
237,1.749380989
238,1.74156978
239,1.738778612
240,1.73207668
241,1.727047322
242,1.719218892
243,1.714183111
244,1.709704736
245,1.705224354
246,1.700181517
247,1.693453749
248,1.688404921
249,1.681107604
250,1.677737784
251,1.674366805
252,1.668183656
253,1.664809376
254,1.658620151
255,1.654116412
256,1.646793353
257,1.642284083
258,1.637772691
259,1.630437132
260,1.625920132
261,1.620835934
262,1.615183618
263,1.611224979
264,1.605566886
265,1.601037949
266,1.598206249
267,1.591406652
268,1.586303683
269,1.581765346
270,1.577224775
271,1.573249935
272,1.569841557
273,1.563589562
274,1.559039962
275,1.554488081
276,1.551641994
277,1.544807722
278,1.539678611
279,1.536257573
280,1.529982268
281,1.524273606
282,1.519704031
283,1.516846848
284,1.50998583
285,1.505981095
286,1.501402012
287,1.496820527
288,1.491663472
289,1.487076849
290,1.483635284
291,1.479618389
292,1.476173843
293,1.471004428
294,1.467556415
295,1.462956894
296,1.457779456
297,1.452023032
298,1.447991197
299,1.4445338
300,1.438768301
301,1.434730083
302,1.432421652
303,1.427802864
304,1.425492505
305,1.417979374
306,1.412195372
307,1.40814414
308,1.406986277
309,1.402353178
310,1.395978353
311,1.39365899
312,1.388437988
313,1.382632898
314,1.379147826
315,1.375079987
316,1.371591614
317,1.368101709
318,1.36402821
319,1.361699554
320,1.357040175
321,1.352378033
322,1.34829638
323,1.343629019
324,1.338374887
325,1.334870151
326,1.330194695
327,1.327271093
328,1.323761299
329,1.321420543
330,1.316151217
331,1.312636307
332,1.307947224
333,1.304428503
334,1.29914734
335,1.296798964
336,1.291512424
337,1.289161649
338,1.284457869
339,1.280928077
340,1.279162549
341,1.275630227
342,1.269739253
343,1.266791991
344,1.264433325
345,1.258533321
346,1.254400466
347,1.252037774
348,1.246127658
349,1.243170778
