0cat3.915879811
267cat1.2809487
268cat1.275884483
269cat1.271384101
270cat1.266884799
271cat1.262948799
272cat1.259575747
273cat1.25339341
274cat1.248898464
275cat1.244404616
276cat1.24159652
277cat1.234858851
278cat1.229807237
279cat1.226440276
280cat1.220269148
281cat1.214660871
282cat1.210175516
283cat1.207372742
284cat1.200647893
285cat1.196726247
286cat1.192245435
287cat1.187765769
288cat1.18272752
289cat1.178250302
290cat1.174893148
291cat1.170977294
292cat1.167621558
293cat1.162589186
294cat1.159235095
295cat1.154764002
296cat1.149735434
297cat1.144149895
298cat1.140241122
299cat1.136891474
300cat1.131310222
301cat1.127404464
302cat1.125173016
303cat1.120711028
304cat1.118480488
305cat1.111233334
306cat1.105660796
307cat1.10176116
308cat1.100647151
309cat1.096191888
310cat1.090067923
311cat1.087841609
312cat1.082833544
313cat1.077270885
314cat1.073934232
315cat1.070042367
316cat1.066707254
317cat1.063372855
318cat1.059483628
319cat1.057261651
320cat1.052818658
321cat1.048376949
322cat1.044491512
323cat1.040052226
324cat1.035059583
325cat1.031732071
326cat1.027296534
327cat1.02452499
328cat1.021199817
329cat1.018983448
330cat1.013997829
331cat1.010675018
332cat1.00624577
333cat1.002924713
334cat0.997944546
335cat0.995731686
336cat0.99075399
337cat0.988542231
338cat0.984119737
339cat0.980803764
340cat0.979146066
341cat0.975831251
342cat0.970308283
343cat0.96754761
344cat0.965339463
345cat0.959820618
346cat0.955958727
347cat0.953752415
348cat0.948238177
349cat0.945481886
350cat0.943277253
351cat0.93997097
352cat0.934462283
353cat0.932810114
354cat0.928405318
355cat0.925102668
356cat0.922901354
357cat0.917949725
358cat0.916849614
359cat0.912450082
360cat0.908601695
361cat0.905303974
362cat0.902007086
363cat0.89816177
364cat0.897063317
365cat0.893768519
366cat0.891572455
367cat0.886632681
368cat0.885535212
369cat0.882243371
370cat0.877855576
371cat0.875113976
372cat0.870728656
373cat0.866344869
374cat0.865797004
375cat0.864701346
376cat0.860319678
377cat0.857034444
378cat0.855392155
379cat0.853202777
380cat0.847731044
381cat0.845543037
382cat0.845543037
383cat0.840621464
384cat0.836248415
385cat0.834062487
386cat0.831330638
387cat0.826960981
388cat0.825868818
389cat0.822592933
390cat0.816589509
391cat0.816589509
392cat0.81331621
393cat0.81113452
394cat0.808407985
395cat0.806227219
396cat0.802956842
397cat0.800777108
398cat0.795874223
399cat0.791517874
400cat0.789340328
401cat0.787707444
402cat0.785530634
403cat0.783354246
404cat0.777915131
405cat0.776827626
406cat0.776283914
407cat0.774109333
408cat0.770848264
409cat0.767588161
410cat0.76487215
411cat0.761613831
412cat0.758356489
413cat0.755100129
414cat0.754014894
415cat0.750217439
416cat0.74804807
417cat0.74804807
418cat0.744794846
419cat0.739916884
420cat0.737749626
421cat0.737749626
422cat0.735582816
423cat0.732333444
424cat0.728543792
425cat0.725296624
426cat0.724214462
427cat0.722050481
428cat0.718264614
429cat0.717183196
430cat0.715020705
431cat0.711777834
432cat0.710697108
433cat0.709076238
434cat0.704755197
435cat0.701515644
436cat0.699356529
437cat0.698277148
438cat0.696658299
439cat0.692342668
440cat0.691264058
441cat0.688028941
442cat0.686411787
443cat0.685333833
444cat0.682100696
445cat0.681023224
446cat0.678868644
447cat0.675099296
448cat0.672946052
449cat0.669717105
450cat0.667565086
451cat0.665413561
452cat0.663800241
453cat0.658424525
454cat0.655200591
455cat0.656275111
456cat0.655200591
457cat0.653589048
458cat0.651440763
459cat0.649292982
460cat0.646072261
461cat0.642852683
462cat0.641243325
463cat0.64017058
464cat0.639097963
465cat0.638025474
466cat0.634808781
467cat0.632664965
468cat0.629985925
469cat0.625701155
470cat0.62463029
471cat0.622488953
472cat0.620883297
473cat0.620883297
474cat0.616603001
475cat0.61446365
476cat0.613394174
477cat0.61018655
478cat0.608583191
479cat0.607514453
480cat0.60430905
481cat0.602172792
482cat0.600037079
483cat0.598435651
484cat0.597368204
485cat0.595233722
486cat0.59309979
487cat0.589899928
488cat0.589899928
489cat0.588300465
490cat0.586168334
491cat0.584036763
492cat0.580840457
493cat0.577645419
494cat0.577645419
495cat0.577645419
496cat0.574983861
497cat0.572855254
498cat0.570727219
499cat0.568599757
500cat0.567536242
501cat0.564878085
502cat0.563815075
503cat0.561689491
504cat0.560626917
505cat0.559564489
506cat0.558502207
507cat0.554785374
508cat0.55266228
509cat0.551600954
510cat0.550539777
511cat0.547357136
512cat0.545236122
513cat0.544175839
514cat0.543645754
515cat0.541525791
516cat0.53940643
517cat0.536228526
518cat0.535169529
519cat0.534110685
520cat0.53358132
521cat0.531464243
522cat0.529347782
523cat0.527231937
524cat0.525116712
525cat0.523002109
526cat0.523002109
527cat0.522473555
528cat0.519303057
529cat0.518246539
530cat0.515077929
531cat0.514022042
532cat0.511910746
533cat0.511383021
534cat0.510327692
535cat0.509272522
536cat0.508217513
537cat0.505053451
538cat0.503999086
539cat0.501890842
540cat0.499256453
541cat0.497149677
542cat0.497149677
543cat0.496096535
544cat0.495043557
545cat0.492938097
546cat0.490833299
547cat0.488203236
548cat0.487151504
549cat0.486099938
550cat0.485048541
551cat0.482946251
552cat0.482946251
553cat0.479268871
554cat0.477168447
555cat0.477168447
556cat0.475068706
557cat0.474019094
558cat0.471920384
559cat0.468773618
560cat0.468773618
561cat0.468773618
562cat0.46615251
563cat0.465104372
564cat0.465104372
565cat0.46405641
566cat0.461961013
567cat0.458819244
568cat0.458819244
569cat0.457248958
570cat0.457248958
571cat0.455155869
572cat0.453063497
573cat0.450971846
574cat0.453063497
575cat0.448880918
576cat0.447835727
577cat0.445223546
578cat0.445223546
579cat0.444178994
580cat0.443134626
581cat0.442090442
582cat0.442090442
583cat0.440002628
584cat0.437915556
585cat0.4368723
586cat0.434264976
587cat0.433222376
588cat0.43113774
589cat0.43113774
590cat0.429053861
591cat0.426970744
592cat0.429053861
593cat0.428012207
594cat0.424367923
595cat0.422286532
596cat0.420205914
597cat0.419165897
598cat0.419165897
599cat0.418126074
600cat0.417086446
601cat0.416047015
602cat0.414488236
603cat0.413449296
604cat0.413449296
605cat0.411372009
606cat0.410333663
607cat0.409295517
608cat0.407219823
609cat0.406182277
610cat0.404107789
611cat0.403589293
612cat0.401515817
613cat0.399443155
614cat0.399443155
615cat0.399443155
616cat0.398407131
617cat0.396335699
618cat0.394265092
619cat0.392712681
620cat0.391678001
621cat0.391678001
622cat0.391678001
623cat0.391678001
624cat0.389609267
625cat0.388575215
626cat0.385474324
627cat0.385474324
628cat0.383408124
629cat0.381859035
630cat0.381859035
631cat0.381859035
632cat0.379794332
633cat0.378762304
634cat0.376698898
635cat0.37566752
636cat0.37360542
637cat0.37360542
638cat0.37360542
639cat0.371029029
640cat0.369998858
641cat0.367939183
642cat0.366909679
643cat0.365880398
644cat0.365880398
645cat0.365880398
646cat0.365880398
647cat0.364851342
648cat0.363822511
649cat0.362793905
650cat0.361765525
651cat0.359195569
652cat0.358167986
653cat0.358167986
654cat0.357140632
655cat0.355086614
656cat0.354059952
657cat0.354059952
658cat0.353033522
659cat0.35098136
660cat0.350468466
661cat0.348417475
662cat0.348417475
663cat0.348417475
664cat0.347392334
665cat0.346367429
666cat0.346367429
667cat0.345342762
668cat0.342270191
669cat0.342270191
670cat0.341246481
671cat0.340223012
672cat0.338688262
673cat0.338688262
674cat0.337665399
675cat0.33664278
676cat0.33664278
677cat0.334598277
678cat0.332554759
679cat0.332554759
680cat0.332554759
681cat0.330512233
682cat0.328980992
683cat0.328980992
684cat0.328980992
685cat0.325920207
686cat0.324900451
687cat0.324900451
688cat0.324900451
689cat0.324900451
690cat0.322861702
691cat0.320823976
692cat0.319296357
693cat0.319296357
694cat0.318278268
695cat0.317260439
696cat0.317260439
697cat0.317260439
698cat0.315225564
699cat0.315225564
700cat0.315225564
701cat0.313191738
702cat0.313191738
703cat0.312175222
704cat0.310142985
705cat0.309127267
706cat0.309127267
707cat0.309127267
708cat0.308619509
709cat0.306589148
710cat0.305574372
711cat0.305574372
712cat0.303545637
713cat0.301517996
714cat0.302531679
715cat0.302531679
716cat0.301517996
717cat0.300504588
718cat0.299491456
719cat0.299491456
720cat0.29797228
721cat0.296959844
722cat0.295947688
723cat0.293924222
724cat0.294935814
725cat0.294935814
726cat0.292912913
727cat0.290891149
728cat0.287860654
729cat0.289880696
730cat0.289880696
731cat0.287860654
732cat0.287860654
733cat0.287355825
734cat0.286346384
735cat0.285337234
736cat0.284328377
737cat0.283319814
738cat0.282311546
739cat0.282311546
740cat0.281303573
741cat0.281303573
742cat0.281303573
743cat0.280295899
744cat0.280295899
745cat0.280295899
746cat0.279288523
747cat0.276771396
748cat0.276771396
749cat0.276771396
750cat0.275765074
751cat0.273753343
752cat0.272747937
753cat0.272747937
754cat0.272747937
755cat0.270738049
756cat0.270738049
757cat0.270738049
758cat0.26973357
759cat0.268729403
760cat0.267725548
761cat0.267223739
762cat0.267223739
763cat0.265217289
764cat0.26321211
765cat0.26321211
766cat0.26321211
767cat0.26321211
768cat0.26321211
769cat0.26321211
770cat0.26321211
771cat0.261208213
772cat0.260206748
773cat0.261208213
774cat0.258204793
775cat0.257204306
776cat0.256704186
777cat0.254704531
778cat0.254704531
779cat0.255704193
780cat0.253705201
781cat0.253705201
782cat0.253705201
783cat0.253705201
784cat0.251707546
785cat0.251707546
786cat0.251707546
787cat0.249711239
788cat0.247716292
789cat0.247716292
790cat0.247716292
791cat0.247716292
792cat0.246220982
793cat0.244228447
794cat0.244228447
795cat0.244228447
796cat0.244228447
797cat0.241242267
798cat0.240247579
799cat0.240247579
800cat0.240247579
801cat0.240247579
802cat0.240247579
803cat0.238259272
804cat0.238259272
805cat0.236272402
806cat0.236272402
807cat0.234783201
808cat0.236272402
809cat0.238259272
810cat0.236272402
811cat0.236272402
812cat0.236272402
813cat0.234783201
814cat0.232798879
815cat0.232798879
816cat0.22982517
817cat0.22982517
818cat0.230816034
819cat0.22883468
820cat0.22883468
821cat0.227844568
822cat0.226854833
823cat0.22883468
824cat0.226854833
825cat0.226854833
826cat0.226854833
827cat0.22586548
828cat0.225370946
829cat0.224382167
830cat0.225370946
831cat0.225370946
832cat0.223393773
833cat0.222405767
834cat0.222405767
835cat0.221418151
836cat0.221418151
837cat0.221418151
838cat0.221418151
839cat0.219444096
840cat0.219444096
841cat0.219444096
842cat0.216485988
843cat0.21599332
844cat0.216485988
845cat0.21599332
846cat0.21599332
847cat0.21599332
848cat0.214023663
849cat0.215008289
850cat0.21599332
851cat0.213039445
852cat0.212055638
853cat0.213039445
854cat0.211072243
855cat0.210089264
856cat0.210089264
857cat0.210089264
858cat0.210089264
859cat0.209106702
860cat0.20714284
861cat0.206161545
862cat0.20812456
863cat0.20714284
864cat0.204690405
865cat0.206161545
866cat0.205671058
867cat0.204690405
868cat0.204690405
869cat0.203710183
870cat0.202730395
871cat0.20077213
872cat0.199793658
873cat0.20077213
874cat0.198815631
875cat0.20077213
876cat0.198815631
877cat0.199793658
878cat0.20077213
879cat0.198815631
880cat0.198815631
881cat0.198815631
882cat0.198815631
883cat0.19686092
884cat0.198815631
885cat0.19783805
886cat0.19686092
887cat0.195396073
888cat0.195396073
889cat0.19442008
890cat0.193444546
891cat0.193444546
892cat0.193444546
893cat0.192469474
894cat0.191494869
895cat0.191494869
896cat0.191494869
897cat0.191494869
898cat0.191494869
899cat0.193444546
900cat0.193444546
901cat0.191494869
902cat0.189547067
903cat0.189547067
904cat0.189547067
905cat0.188573876
906cat0.188573876
907cat0.189547067
908cat0.189547067
909cat0.187601164
910cat0.188573876
911cat0.187601164
912cat0.185657187
913cat0.185657187
914cat0.185657187
915cat0.184200482
916cat0.184200482
917cat0.182259936
918cat0.182259936
919cat0.179352873
920cat0.180321389
921cat0.182259936
922cat0.182259936
923cat0.182259936
924cat0.182259936
925cat0.182259936
926cat0.182259936
927cat0.180321389
928cat0.180321389
929cat0.179352873
930cat0.178384867
931cat0.178384867
932cat0.178384867
933cat0.178384867
934cat0.178384867
935cat0.178384867
936cat0.177417376
937cat0.176450402
938cat0.176450402
939cat0.176450402
940cat0.175000919
941cat0.175000919
942cat0.175483949
943cat0.176450402
944cat0.175000919
945cat0.175000919
946cat0.174035255
947cat0.173070123
948cat0.172105525
949cat0.171141466
950cat0.171141466
951cat0.171141466
952cat0.171141466
953cat0.171141466
954cat0.170177951
955cat0.169214982
956cat0.169214982
957cat0.168252565
958cat0.168252565
959cat0.169214982
960cat0.169214982
961cat0.169214982
962cat0.168252565
963cat0.166329403
964cat0.167290704
965cat0.165848964
966cat0.166329403
967cat0.165848964
968cat0.165848964
969cat0.165848964
970cat0.165848964
971cat0.165848964
972cat0.164888511
973cat0.16392863
974cat0.16392863
975cat0.16392863
976cat0.16392863
977cat0.162969325
978cat0.1620106
979cat0.1620106
980cat0.1620106
981cat0.1620106
982cat0.1620106
983cat0.1620106
984cat0.160094912
985cat0.160094912
986cat0.160094912
987cat0.160094912
988cat0.160094912
989cat0.158181605
990cat0.158181605
991cat0.158181605
992cat0.158181605
993cat0.158181605
994cat0.15627072
995cat0.15627072
996cat0.15627072
997cat0.155793382
998cat0.15627072
999cat0.15627072
1000cat0.15627072
1001cat0.15627072
1002cat0.15627072
1003cat0.153885583
1004cat0.153885583
1005cat0.155793382
1006cat0.154839171
1007cat0.154839171
1008cat0.152932626
1009cat0.152932626
1010cat0.151028622
1011cat0.151028622
1012cat0.151028622
1013cat0.151028622
1014cat0.151028622
1015cat0.151028622
1016cat0.148177484
1017cat0.149127207
1018cat0.149127207
1019cat0.149127207
1020cat0.149127207
1021cat0.149127207
1022cat0.149127207
1023cat0.149127207
1024cat0.149127207
1025cat0.149127207
1026cat0.148177484
1027cat0.147228427
1028cat0.147228427
1029cat0.147228427
1030cat0.147228427
1031cat0.145806103
1032cat0.147228427
1033cat0.145806103
1034cat0.145806103
1035cat0.143912059
1036cat0.143912059
1037cat0.144858737
1038cat0.144858737
1039cat0.143912059
1040cat0.144858737
1041cat0.143912059
1042cat0.143912059
1043cat0.145806103
1044cat0.143912059
1045cat0.143912059
1046cat0.143912059
1047cat0.142020795
1048cat0.142020795
1049cat0.140132367
1050cat0.140132367
1051cat0.142020795
1052cat0.142966076
1053cat0.142020795
1054cat0.142020795
1055cat0.140132367
1056cat0.140132367
1057cat0.138246833
1058cat0.138246833
1059cat0.138246833
1060cat0.140132367
1061cat0.139189234
1062cat0.138246833
1063cat0.138246833
1064cat0.140132367
1065cat0.140132367
1066cat0.13730517
1067cat0.13730517
1068cat0.138246833
1069cat0.136364254
1070cat0.135894079
1071cat0.135894079
1072cat0.135894079
1073cat0.134015285
1074cat0.134015285
1075cat0.134954298
1076cat0.134954298
1077cat0.134954298
1078cat0.134015285
1079cat0.133077048
1080cat0.133077048
1081cat0.134954298
1082cat0.134015285
1083cat0.133077048
1084cat0.133077048
1085cat0.133077048
1086cat0.133077048
1087cat0.134954298
1088cat0.133077048
1089cat0.133077048
1090cat0.132139595
1091cat0.131202935
1092cat0.131202935
1093cat0.131202935
1094cat0.130267079
1095cat0.131202935
1096cat0.130267079
1097cat0.129332034
1098cat0.129332034
1099cat0.129332034
1100cat0.131202935
1101cat0.129332034
1102cat0.130267079
1103cat0.131202935
1104cat0.129332034
1105cat0.129332034
1106cat0.12746442
1107cat0.129332034
1108cat0.12746442
1109cat0.129332034
1110cat0.12746442
1111cat0.12746442
1112cat0.126065915
1113cat0.126531871
1114cat0.126531871
1115cat0.126531871
1116cat0.12746442
1117cat0.126065915
1118cat0.126065915
1119cat0.124204248
1120cat0.124204248
1121cat0.124204248
1122cat0.124204248
1123cat0.124204248
1124cat0.124204248
1125cat0.124204248
1126cat0.124204248
1127cat0.124204248
1128cat0.124204248
1129cat0.123274728
1130cat0.122346098
1131cat0.122346098
1132cat0.122346098
1133cat0.122346098
1134cat0.122346098
1135cat0.122346098
1136cat0.120491557
1137cat0.120491557
1138cat0.120491557
1139cat0.120491557
1140cat0.122346098
1141cat0.120491557
1142cat0.120491557
1143cat0.120491557
1144cat0.120491557
1145cat0.118640723
1146cat0.120491557
1147cat0.118640723
1148cat0.118640723
1149cat0.119565671
1150cat0.120491557
1151cat0.118640723
1152cat0.118640723
1153cat0.120491557
1154cat0.118640723
1155cat0.118640723
1156cat0.118640723
1157cat0.117255091
1158cat0.117716728
1159cat0.118640723
1160cat0.11633255
1161cat0.117255091
1162cat0.118640723
1163cat0.117716728
1164cat0.117255091
1165cat0.117255091
1166cat0.117255091
1167cat0.117255091
1168cat0.117255091
1169cat0.117255091
1170cat0.115410994
1171cat0.11449044
1172cat0.113570902
1173cat0.113570902
1174cat0.113570902
1175cat0.115410994
1176cat0.11449044
1177cat0.113570902
1178cat0.115410994
1179cat0.11449044
1180cat0.115410994
1181cat0.11449044
1182cat0.113570902
1183cat0.112652395
1184cat0.112652395
1185cat0.113570902
1186cat0.113570902
1187cat0.115410994
1188cat0.113570902
1189cat0.113570902
1190cat0.112652395
1191cat0.111734935
1192cat0.113570902
1193cat0.111734935
1194cat0.109903222
1195cat0.109903222
1196cat0.109903222
1197cat0.109903222
1198cat0.109903222
1199cat0.109903222
1200cat0.110818538
1201cat0.109903222
1202cat0.111734935
1203cat0.110818538
1204cat0.109903222
1205cat0.109903222
1206cat0.108075901
1207cat0.108075901
1208cat0.108075901
1209cat0.109903222
1210cat0.108989003
1211cat0.108075901
1212cat0.108075901
1213cat0.107619774
1214cat0.108075901
1215cat0.108075901
1216cat0.108989003
1217cat0.109903222
1218cat0.107619774
1219cat0.10670838
1220cat0.10670838
1221cat0.107619774
1222cat0.10670838
1223cat0.10670838
1224cat0.10670838
1225cat0.10670838
1226cat0.10670838
1227cat0.10670838
1228cat0.10670838
1229cat0.104889106
1230cat0.104889106
1231cat0.104889106
1232cat0.104889106
1233cat0.104889106
1234cat0.104889106
1235cat0.104889106
1236cat0.104889106
1237cat0.104889106
1238cat0.104889106
1239cat0.104889106
1240cat0.104889106
1241cat0.104889106
1242cat0.104889106
1243cat0.104889106
1244cat0.103981266
1245cat0.103981266
1246cat0.103981266
1247cat0.103074653
1248cat0.103074653
1249cat0.103074653
1250cat0.102169291
1251cat0.102169291
1252cat0.103074653
1253cat0.103074653
1254cat0.103074653
1255cat0.103981266
1256cat0.104889106
1257cat0.104889106
1258cat0.103981266
1259cat0.103074653
1260cat0.101265203
1261cat0.099460949
1262cat0.099460949
1263cat0.101265203
1264cat0.101265203
1265cat0.100362414
1266cat0.099460949
1267cat0.101265203
1268cat0.103074653
1269cat0.102169291
1270cat0.101265203
1271cat0.100362414
1272cat0.099460949
1273cat0.099460949
1274cat0.099460949
1275cat0.098560835
1276cat0.099460949
1277cat0.099460949
1278cat0.099460949
1279cat0.098560835
1280cat0.099460949
1281cat0.098111294
1282cat0.098111294
1283cat0.099460949
1284cat0.098560835
1285cat0.097213259
1286cat0.097213259
1287cat0.098111294
1288cat0.098111294
1289cat0.098111294
1290cat0.098111294
1291cat0.098111294
1292cat0.096316648
1293cat0.096316648
1294cat0.098111294
1295cat0.098111294
1296cat0.098560835
1297cat0.098111294
1298cat0.098111294
1299cat0.098111294
1300cat0.098111294
1301cat0.096316648
1302cat0.096316648
1303cat0.096316648
1304cat0.097213259
1305cat0.096316648
1306cat0.096316648
1307cat0.095421491
1308cat0.094527821
1309cat0.094527821
1310cat0.094527821
1311cat0.094527821
1312cat0.095421491
1313cat0.096316648
1314cat0.094527821
1315cat0.095421491
1316cat0.096316648
1317cat0.094527821
1318cat0.096316648
1319cat0.095421491
1320cat0.094527821
1321cat0.094527821
1322cat0.094527821
1323cat0.092745081
1324cat0.094527821
1325cat0.094527821
1326cat0.094527821
1327cat0.094527821
1328cat0.095421491
1329cat0.095421491
1330cat0.094527821
1331cat0.094527821
1332cat0.093635673
1333cat0.092745081
1334cat0.092745081
1335cat0.092745081
1336cat0.092745081
1337cat0.092745081
1338cat0.091856083
1339cat0.092745081
1340cat0.092745081
1341cat0.09096872
1342cat0.09096872
1343cat0.09096872
1344cat0.092745081
1345cat0.09096872
1346cat0.09096872
1347cat0.09096872
1348cat0.09096872
1349cat0.09096872
1350cat0.09096872
1351cat0.09096872
1352cat0.09096872
1353cat0.09096872
1354cat0.091856083
1355cat0.092745081
1356cat0.091856083
1357cat0.090083032
1358cat0.090083032
1359cat0.09096872
1360cat0.09096872
1361cat0.09096872
1362cat0.09096872
1363cat0.090083032
1364cat0.089199064
1365cat0.090083032
1366cat0.09096872
1367cat0.09096872
1368cat0.089199064
1369cat0.089199064
1370cat0.089199064
1371cat0.089199064
1372cat0.087876437
1373cat0.087876437
1374cat0.089199064
1375cat0.090083032
1376cat0.090083032
1377cat0.089199064
1378cat0.089199064
1379cat0.089199064
1380cat0.087876437
1381cat0.087876437
1382cat0.088757739
1383cat0.087876437
1384cat0.090083032
1385cat0.090083032
1386cat0.087876437
1387cat0.086996976
1388cat0.088757739
1389cat0.088757739
1390cat0.087876437
1391cat0.087876437
1392cat0.086996976
1393cat0.086119408
1394cat0.086996976
1395cat0.087876437
1396cat0.087876437
1397cat0.087876437
1398cat0.087876437
1399cat0.086996976
1400cat0.086996976
1401cat0.087876437
1402cat0.086119408
1403cat0.086119408
1404cat0.085243791
1405cat0.084370185
1406cat0.084370185
1407cat0.084370185
1408cat0.086119408
1409cat0.086119408
1410cat0.086996976
1411cat0.087876437
1412cat0.086996976
1413cat0.086996976
1414cat0.086119408
1415cat0.085243791
1416cat0.086119408
1417cat0.086119408
1418cat0.086119408
1419cat0.084370185
1420cat0.084370185
1421cat0.085243791
1422cat0.086119408
1423cat0.084370185
1424cat0.084370185
1425cat0.084370185
1426cat0.084370185
1427cat0.084370185
1428cat0.086119408
1429cat0.085243791
1430cat0.084370185
1431cat0.084370185
1432cat0.086119408
1433cat0.086119408
1434cat0.083498654
1435cat0.082629268
1436cat0.083063689
1437cat0.084370185
1438cat0.084370185
1439cat0.082629268
1440cat0.082629268
1441cat0.082629268
1442cat0.082629268
1443cat0.082629268
1444cat0.083498654
1445cat0.083498654
1446cat0.082629268
1447cat0.082629268
1448cat0.082629268
1449cat0.082629268
1450cat0.082629268
1451cat0.083498654
1452cat0.084370185
1453cat0.083498654
1454cat0.082629268
1455cat0.084370185
1456cat0.082629268
1457cat0.084370185
1458cat0.082629268
1459cat0.082629268
1460cat0.082629268
1461cat0.081762099
1462cat0.080897228
1463cat0.080897228
1464cat0.081762099
1465cat0.082629268
1466cat0.080897228
1467cat0.080897228
1468cat0.081762099
1469cat0.081762099
1470cat0.081762099
1471cat0.080897228
1472cat0.080897228
1473cat0.080897228
1474cat0.082629268
1475cat0.082629268
1476cat0.080897228
1477cat0.080897228
1478cat0.082629268
1479cat0.080897228
1480cat0.080897228
1481cat0.079604417
1482cat0.08003474
1483cat0.080897228
1484cat0.080897228
1485cat0.080897228
1486cat0.079604417
1487cat0.08003474
1488cat0.081762099
1489cat0.081762099
1490cat0.08003474
1491cat0.08003474
1492cat0.08003474
1493cat0.079604417
1494cat0.080897228
1495cat0.079604417
1496cat0.080897228
1497cat0.080897228
1498cat0.08003474
